2023-11-08 10:27:37,604 INFO    StreamThr :1534541 [internal.py:wandb_internal():86] W&B internal server running at pid: 1534541, started at: 2023-11-08 10:27:37.603980
2023-11-08 10:27:37,605 DEBUG   HandlerThread:1534541 [handler.py:handle_request():146] handle_request: status
2023-11-08 10:27:37,606 INFO    WriterThread:1534541 [datastore.py:open_for_write():85] open: /home/jonghae/ai_crew_project/MADDPG/wandb/run-20231108_102737-ylisu82m/run-ylisu82m.wandb
2023-11-08 10:27:37,606 DEBUG   SenderThread:1534541 [sender.py:send():380] send: header
2023-11-08 10:27:37,616 DEBUG   SenderThread:1534541 [sender.py:send():380] send: run
2023-11-08 10:27:38,091 INFO    SenderThread:1534541 [dir_watcher.py:__init__():211] watching files in: /home/jonghae/ai_crew_project/MADDPG/wandb/run-20231108_102737-ylisu82m/files
2023-11-08 10:27:38,091 INFO    SenderThread:1534541 [sender.py:_start_run_threads():1124] run started: ylisu82m with start time 1699406857.603695
2023-11-08 10:27:38,096 DEBUG   HandlerThread:1534541 [handler.py:handle_request():146] handle_request: check_version
2023-11-08 10:27:38,097 DEBUG   SenderThread:1534541 [sender.py:send_request():407] send_request: check_version
2023-11-08 10:27:38,156 DEBUG   HandlerThread:1534541 [handler.py:handle_request():146] handle_request: run_start
2023-11-08 10:27:38,160 DEBUG   HandlerThread:1534541 [system_info.py:__init__():32] System info init
2023-11-08 10:27:38,160 DEBUG   HandlerThread:1534541 [system_info.py:__init__():47] System info init done
2023-11-08 10:27:38,160 INFO    HandlerThread:1534541 [system_monitor.py:start():194] Starting system monitor
2023-11-08 10:27:38,160 INFO    SystemMonitor:1534541 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-11-08 10:27:38,160 INFO    HandlerThread:1534541 [system_monitor.py:probe():214] Collecting system info
2023-11-08 10:27:38,161 INFO    SystemMonitor:1534541 [interfaces.py:start():190] Started cpu monitoring
2023-11-08 10:27:38,161 INFO    SystemMonitor:1534541 [interfaces.py:start():190] Started disk monitoring
2023-11-08 10:27:38,162 INFO    SystemMonitor:1534541 [interfaces.py:start():190] Started gpu monitoring
2023-11-08 10:27:38,162 INFO    SystemMonitor:1534541 [interfaces.py:start():190] Started memory monitoring
2023-11-08 10:27:38,163 INFO    SystemMonitor:1534541 [interfaces.py:start():190] Started network monitoring
2023-11-08 10:27:38,171 DEBUG   HandlerThread:1534541 [system_info.py:probe():196] Probing system
2023-11-08 10:27:38,175 DEBUG   HandlerThread:1534541 [system_info.py:_probe_git():181] Probing git
2023-11-08 10:27:38,182 DEBUG   HandlerThread:1534541 [system_info.py:_probe_git():189] Probing git done
2023-11-08 10:27:38,182 DEBUG   HandlerThread:1534541 [system_info.py:probe():244] Probing system done
